Date_Time,Subject,Day_In_Week,Hours,Call_Started_Time,time_For_Wating_After_Voice_Mail,Answer_Time_From_,Representative_response_time_in_secounds,total_Time_Till_Response,Summery_Of_Call,Is_Was_a_Long_Wating_Time_Message,Other_Languages
2016-01-10 11:01:00,General,1,11:01-14:00,11:01:22,11:02:04,11:02:14,52,10,Full reply received,No,No Foreign languages
2016-01-10 11:03:00,Life,1,11:01-14:00,11:02:47,11:03:54,11:04:02,75,8,Full reply received,No,No Foreign languages
2016-01-10 11:04:00,General,1,11:01-14:00,11:04:31,11:04:48,11:04:55,24,7,Full reply received,No,No Foreign languages
2016-01-10 11:05:00,Health,1,11:01-14:00,11:05:38,11:06:03,11:06:09,31,6,Full reply received,No,No Foreign languages
2016-01-10 11:07:00,Life,1,11:01-14:00,11:06:45,11:07:52,11:08:22,97,30,Full reply received,No,No Foreign languages
2016-01-10 11:14:00,Life,1,11:01-14:00,11:08:53,11:09:07,11:15:32,399,385,Full reply received,No,Arabic; Russian; Amharic;English
2016-01-10 11:16:00,Life,1,11:01-14:00,11:16:17,11:16:35,11:16:47,30,12,Full reply received,No,No Foreign languages
2016-01-10 11:17:00,Life,1,11:01-14:00,11:17:27,11:18:05,11:18:12,45,7,Full reply received,No,No Foreign languages
2016-01-10 11:22:00,Life,1,11:01-14:00,11:18:58,11:20:13,11:23:18,260,185,Transferred to leave a message ,No,Arabic; Russian; Amharic
2016-01-10 11:26:00,Health,1,11:01-14:00,11:24:46,11:25:42,11:26:49,123,67,I was obliged to leave a message,No,Arabic; Russian; Amharic
2016-01-10 11:34:00,Life,1,11:01-14:00,11:32:44,11:33:40,11:35:41,177,121,Full reply received,No,No Foreign languages
2016-01-10 11:40:00,General,1,11:01-14:00,11:36:20,11:37:04,11:41:25,305,261,Full reply received,No,No Foreign languages
2016-01-10 11:44:00,General,1,11:01-14:00,11:42:25,11:43:33,11:45:08,163,95,Full reply received,No,Arabic; Russian; Amharic
2016-01-10 11:45:00,General,1,11:01-14:00,11:45:44,11:45:49,11:46:00,16,11,Full reply received,No,No Foreign languages
2016-01-10 11:48:00,General,1,11:01-14:00,11:47:28,11:47:48,11:49:19,111,91,Full reply received,No,No Foreign languages
2016-01-10 11:50:00,General,1,11:01-14:00,11:50:09,11:50:29,11:50:49,40,20,Full reply received,No,No Foreign languages
2016-01-10 11:54:00,Health,1,11:01-14:00,11:53:01,11:53:56,11:55:34,153,98,Full reply received,No,Arabic; Russian; Amharic
2016-01-10 11:58:00,Life,1,11:01-14:00,11:57:42,11:58:06,11:58:15,33,9,Full reply received,No,No Foreign languages
2016-01-10 12:03:00,General,1,11:01-14:00,12:01:16,12:01:30,12:04:02,166,152,Full reply received,No,Arabic; Russian; Amharic;English
2016-01-10 12:08:00,General,1,11:01-14:00,12:06:15,12:07:21,12:09:07,172,106,Full reply received,Yes,No Foreign languages
2016-01-10 12:11:00,General,1,11:01-14:00,12:10:27,12:11:23,12:12:13,106,50,Full reply received,No,Arabic; Russian; Amharic
2016-01-10 12:13:00,Health,1,11:01-14:00,12:12:43,12:13:29,12:14:12,89,43,Full reply received,No,No Foreign languages
2016-01-10 12:21:00,Life,1,11:01-14:00,12:14:45,12:14:58,12:22:00,435,422,Full reply received,No,Arabic; Russian; Amharic;English
2016-01-10 12:49:00,Health,1,11:01-14:00,12:49:05,12:49:57,12:50:12,67,15,Full reply received,No,No Foreign languages
2016-01-10 12:53:00,Life,1,11:01-14:00,12:50:51,12:51:46,12:54:22,211,156,Full reply received,No,Arabic; Russian; Amharic
2016-01-10 13:03:00,Health,1,11:01-14:00,13:01:43,13:02:36,13:04:18,155,102,Full reply received,No,Arabic; Russian; Amharic
2016-01-10 13:13:00,Health,1,11:01-14:00,13:05:22,13:05:41,13:14:48,566,547,Full reply received,No,No Foreign languages
2016-01-10 13:17:00,Health,1,11:01-14:00,13:16:56,13:17:43,13:18:26,90,43,Full reply received,No,No Foreign languages
2016-01-10 13:25:00,Life,1,11:01-14:00,13:18:58,13:19:13,13:26:06,428,413,Full reply received,No,No Foreign languages
2016-01-10 13:28:00,Health,1,11:01-14:00,13:27:06,13:28:16,13:28:59,113,43,Full reply received,No,Arabic; Russian; Amharic
2016-01-10 13:29:00,General,1,11:01-14:00,13:29:28,13:30:01,13:30:22,54,21,Full reply received,No,No Foreign languages
2016-01-10 13:42:00,Health,1,11:01-14:00,13:31:01,13:31:45,13:41:03,602,558,Full reply received,No,No Foreign languages
2016-01-10 13:45:00,Health,1,11:01-14:00,13:44:21,13:44:31,13:46:08,107,97,Full reply received,No,No Foreign languages
2016-01-11 08:04:00,Health,2,8:00-11:00,8:03:11,8:04:32,8:04:38,87,6,Full reply received,No,No Foreign languages
2016-01-11 08:06:00,Health,2,8:00-11:00,8:05:54,8:05:54,8:06:26,32,32,Full reply received,No,No Foreign languages
2016-01-11 08:07:00,General,2,8:00-11:00,8:07:28,8:08:04,8:08:08,40,4,Full reply received,No,No Foreign languages
2016-01-11 08:10:00,General,2,8:00-11:00,8:09:04,8:10:50,8:10:56,112,6,Full reply received,No,No Foreign languages
2016-01-11 08:15:00,General,2,8:00-11:00,8:11:46,8:11:46,8:16:10,264,264,Full reply received,No,No Foreign languages
2016-01-11 08:18:00,Life,2,8:00-11:00,8:17:36,8:18:30,8:19:12,96,42,Transferred to leave a message ,No,No Foreign languages
2016-01-11 08:20:00,Life,2,8:00-11:00,8:20:00,8:20:44,8:21:44,104,60,Transferred to leave a message ,No,No Foreign languages
2016-01-11 08:22:00,Life,2,8:00-11:00,8:22:10,8:22:36,8:22:45,35,9,Full reply received,No,No Foreign languages
2016-01-11 08:26:00,General,2,8:00-11:00,8:23:55,8:24:40,8:27:13,198,153,Full reply received,No,No Foreign languages
2016-01-11 08:28:00,General,2,8:00-11:00,8:28:05,8:28:46,8:28:53,48,7,Full reply received,No,No Foreign languages
2016-01-11 08:33:00,General,2,8:00-11:00,8:29:48,8:31:19,8:34:18,270,179,Full reply received,No,No Foreign languages
2016-01-11 08:39:00,Life,2,8:00-11:00,8:35:12,8:35:12,8:40:13,301,301,Full reply received,No,No Foreign languages
2016-01-11 08:42:00,Health,2,8:00-11:00,8:41:00,8:42:09,8:43:18,138,69,Full reply received,No,No Foreign languages
2016-01-11 08:45:00,General,2,8:00-11:00,8:44:03,8:45:30,8:46:10,127,40,Transferred to leave a message ,No,No Foreign languages
2016-01-11 08:50:00,General,2,8:00-11:00,8:46:55,8:46:55,8:50:49,234,234,Full reply received,No,No Foreign languages
2016-01-11 08:53:00,Life,2,8:00-11:00,8:51:38,8:52:24,8:54:25,167,121,Transferred to leave a message ,No,No Foreign languages
2016-01-11 09:01:00,General,2,8:00-11:00,9:00:00,9:01:30,9:01:37,97,7,Full reply received,No,No Foreign languages
2016-01-11 09:04:00,Life,2,8:00-11:00,9:04:09,9:05:10,9:05:15,66,5,Full reply received,No,No Foreign languages
2016-01-11 09:16:00,Health,2,8:00-11:00,9:06:00,9:07:02,9:16:32,632,570,Full reply received,Yes,No Foreign languages
2016-01-11 09:18:00,Health,2,8:00-11:00,9:17:18,9:18:37,9:18:44,86,7,Full reply received,No,No Foreign languages
2016-01-11 09:30:00,Life,2,8:00-11:00,9:19:35,9:20:34,9:30:30,655,596,Full reply received,Yes,No Foreign languages
2016-01-11 09:33:00,General,2,8:00-11:00,9:31:32,9:32:48,9:33:40,128,52,Full reply received,No,No Foreign languages
2016-01-11 09:41:00,Life,2,8:00-11:00,9:35:35,9:36:36,9:41:52,377,316,Transferred to leave a message ,Yes,Arabic; Russian; Amharic
2016-01-11 09:45:00,General,2,8:00-11:00,9:42:40,9:43:34,9:46:10,210,156,Full reply received,No,No Foreign languages
2016-01-11 09:46:00,General,2,8:00-11:00,9:46:52,9:46:52,9:47:02,10,10,Full reply received,No,No Foreign languages
2016-01-11 09:49:00,General,2,8:00-11:00,9:48:00,9:49:22,9:49:29,89,7,Full reply received,No,No Foreign languages
2016-01-11 10:01:00,Health,2,8:00-11:00,10:00:00,10:00:50,10:02:13,133,83,Full reply received,No,Arabic; Russian; Amharic
2016-01-11 10:06:00,General,2,8:00-11:00,10:04:50,10:06:03,10:06:14,84,11,Full reply received,No,No Foreign languages
2016-01-11 10:08:00,Health,2,8:00-11:00,10:07:33,10:09:02,10:09:12,99,10,Full reply received,No,No Foreign languages
2016-01-11 10:14:00,Life,2,8:00-11:00,10:09:53,10:10:20,10:14:22,269,242,Full reply received,No,No Foreign languages
2016-01-11 10:15:00,General,2,8:00-11:00,10:15:46,10:16:05,10:16:09,23,4,Full reply received,No,No Foreign languages
2016-01-11 10:16:00,Health,2,8:00-11:00,10:16:52,10:16:52,10:17:22,30,30,Full reply received,No,No Foreign languages
2016-01-11 10:29:00,Health,2,8:00-11:00,10:18:10,10:19:17,10:29:35,685,618,Full reply received,No,No Foreign languages
2016-01-11 10:54:00,Life,2,8:00-11:00,10:42:57,10:44:05,10:55:06,729,661,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-01-11 11:00:00,General,2,11:01-14:00,11:00:00,11:01:01,11:01:09,69,8,Full reply received,No,No Foreign languages
2016-01-11 11:03:00,Life,2,11:01-14:00,11:02:00,11:02:36,11:04:28,148,112,Full reply received,No,No Foreign languages
2016-01-11 11:10:00,General,2,11:01-14:00,11:05:07,11:06:36,11:11:03,356,267,Full reply received,No,No Foreign languages
2016-01-11 11:12:00,General,2,11:01-14:00,11:11:50,11:13:19,11:13:26,96,7,Full reply received,No,No Foreign languages
2016-01-11 11:16:00,Life,2,11:01-14:00,11:14:12,11:14:43,11:17:10,178,147,Full reply received,No,No Foreign languages
2016-01-11 11:18:00,General,2,11:01-14:00,11:18:24,11:18:24,11:19:14,50,50,Full reply received,No,No Foreign languages
2016-01-11 11:25:00,Life,2,11:01-14:00,11:20:00,11:21:07,11:25:40,340,273,Transferred to leave a message ,Yes,No Foreign languages
2016-01-11 11:31:00,General,2,11:01-14:00,11:26:35,11:26:55,11:32:00,325,305,Full reply received,No,No Foreign languages
2016-01-11 11:33:00,General,2,11:01-14:00,11:32:45,11:33:33,11:34:05,80,32,Full reply received,No,No Foreign languages
2016-01-11 11:35:00,General,2,11:01-14:00,11:34:46,11:36:11,11:36:14,88,3,Full reply received,No,No Foreign languages
2016-01-11 11:37:00,General,2,11:01-14:00,11:36:57,11:37:42,11:38:03,66,21,Full reply received,No,No Foreign languages
2016-01-11 11:41:00,General,2,11:01-14:00,11:38:48,11:40:37,11:41:57,189,80,Full reply received,No,No Foreign languages
2016-01-11 11:44:00,Life,2,11:01-14:00,11:42:50,11:45:15,11:45:27,157,12,Full reply received,No,No Foreign languages
2016-01-11 11:51:00,General,2,11:01-14:00,11:46:35,11:48:05,11:51:32,297,207,Full reply received,No,No Foreign languages
2016-01-11 12:02:00,General,2,11:01-14:00,12:00:00,12:00:57,12:01:53,113,56,Call Disconnected,No,No Foreign languages
2016-01-11 12:04:00,Life,2,11:01-14:00,12:03:54,12:04:23,12:05:23,89,60,Full reply received,No,No Foreign languages
2016-01-11 12:16:00,Health,2,11:01-14:00,12:06:08,12:06:55,12:17:05,657,610,Full reply received,Yes,Arabic; Russian; Amharic
2016-01-11 12:18:00,General,2,11:01-14:00,12:18:03,12:18:03,12:18:35,32,32,Call Disconnected,No,No Foreign languages
2016-01-11 12:21:00,Health,2,11:01-14:00,12:19:34,12:21:00,12:22:00,146,60,Full reply received,No,No Foreign languages
2016-01-11 12:28:00,Life,2,11:01-14:00,12:22:49,12:23:50,12:29:14,385,324,Transferred to leave a message ,No,Arabic; Russian; Amharic
2016-01-11 12:30:00,Life,2,11:01-14:00,12:30:08,12:30:34,12:31:22,74,48,Full reply received,No,No Foreign languages
2016-01-11 12:33:00,General,2,11:01-14:00,12:32:08,12:33:00,12:34:13,125,73,Full reply received,No,No Foreign languages
2016-01-11 13:11:00,General,2,11:01-14:00,13:03:30,13:03:56,13:11:11,461,435,Full reply received,No,No Foreign languages
2016-01-11 13:16:00,Life,2,11:01-14:00,13:12:24,13:12:24,13:16:49,265,265,Full reply received,Yes,No Foreign languages
2016-01-11 13:18:00,Health,2,11:01-14:00,13:17:30,13:19:00,13:19:20,110,20,Full reply received,No,No Foreign languages
2016-01-11 13:27:00,Health,2,11:01-14:00,13:20:07,13:20:30,13:27:32,445,422,Full reply received,No,No Foreign languages
2016-01-11 13:38:00,General,2,11:01-14:00,13:28:18,13:29:25,13:37:58,580,513,Full reply received,Yes,No Foreign languages
2016-01-11 13:50:00,Health,2,11:01-14:00,13:40:50,13:41:20,13:51:20,630,600,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-01-11 13:52:00,General,2,11:01-14:00,13:52:13,13:52:13,13:53:13,60,60,Full reply received,No,No Foreign languages
2016-01-12 08:04:00,General,3,8:00-11:00,8:02:36,8:03:54,8:04:35,119,41,Full reply received,No,No Foreign languages
2016-01-12 08:05:00,General,3,8:00-11:00,8:05:44,8:05:44,8:05:54,10,10,Full reply received,No,No Foreign languages
2016-01-12 08:06:00,General,3,8:00-11:00,8:06:46,8:06:46,8:06:55,9,9,Full reply received,No,No Foreign languages
2016-01-12 08:07:00,Life,3,8:00-11:00,8:07:38,8:08:06,8:08:12,34,6,Full reply received,No,No Foreign languages
2016-01-12 08:09:00,General,3,8:00-11:00,8:09:02,8:10:04,8:10:24,82,20,Full reply received,No,No Foreign languages
2016-01-12 08:11:00,Life,3,8:00-11:00,8:11:06,8:11:27,8:11:37,31,10,Full reply received,No,No Foreign languages
2016-01-12 08:17:00,Life,3,8:00-11:00,8:17:24,8:17:48,8:17:55,31,7,Full reply received,No,No Foreign languages
2016-01-12 08:21:00,General,3,8:00-11:00,8:18:41,8:19:14,8:21:20,159,126,Call Disconnected,No,No Foreign languages
2016-01-12 08:23:00,General,3,8:00-11:00,8:22:33,8:24:06,8:24:10,97,4,Full reply received,No,No Foreign languages
2016-01-12 08:25:00,General,3,8:00-11:00,8:24:52,8:24:52,8:25:41,49,49,Full reply received,No,No Foreign languages
2016-01-12 08:26:00,Life,3,8:00-11:00,8:26:47,8:27:10,8:27:29,42,19,Full reply received,No,No Foreign languages
2016-01-12 08:29:00,Health,3,8:00-11:00,8:28:09,8:29:23,8:29:53,104,30,Full reply received,No,No Foreign languages
2016-01-12 08:32:00,Health,3,8:00-11:00,8:30:47,8:32:24,8:32:37,110,13,Full reply received,No,No Foreign languages
2016-01-12 08:37:00,Health,3,8:00-11:00,8:33:18,8:33:38,8:37:48,270,250,Full reply received,No,No Foreign languages
2016-01-12 08:39:00,General,3,8:00-11:00,8:38:34,8:39:22,8:39:51,77,29,Full reply received,No,No Foreign languages
2016-01-12 08:40:00,General,3,8:00-11:00,8:40:33,8:40:33,8:40:43,10,10,Full reply received,No,No Foreign languages
2016-01-12 08:42:00,Health,3,8:00-11:00,8:41:54,8:42:46,8:43:23,89,37,Full reply received,No,No Foreign languages
2016-01-12 08:48:00,Life,3,8:00-11:00,8:44:11,8:44:55,8:48:54,283,239,Full reply received,No,No Foreign languages
2016-01-12 08:49:00,Life,3,8:00-11:00,8:49:39,8:50:04,8:50:10,31,6,Full reply received,No,No Foreign languages
2016-01-12 09:06:00,Life,3,8:00-11:00,9:00:00,9:00:00,9:07:04,424,424,Full reply received,No,No Foreign languages
2016-01-12 09:10:00,Life,3,8:00-11:00,9:07:46,9:08:58,9:09:58,132,60,Full reply received,No,No Foreign languages
2016-01-12 09:19:00,Health,3,8:00-11:00,9:11:35,9:12:40,9:19:43,488,423,Full reply received,No,No Foreign languages
2016-01-12 09:27:00,General,3,8:00-11:00,9:20:43,9:20:43,9:27:58,435,435,Full reply received,No,No Foreign languages
2016-01-12 09:32:00,Health,3,8:00-11:00,9:28:45,9:29:05,9:33:06,261,241,Full reply received,No,No Foreign languages
2016-01-12 09:33:00,General,3,8:00-11:00,9:33:53,9:33:53,9:34:24,31,31,Call Disconnected,No,No Foreign languages
2016-01-12 09:39:00,General,3,8:00-11:00,9:35:09,9:37:02,9:39:06,237,124,Full reply received,Yes,No Foreign languages
2016-01-12 09:41:00,General,3,8:00-11:00,9:40:33,9:41:50,9:41:58,85,8,Full reply received,No,No Foreign languages
2016-01-12 09:45:00,Life,3,8:00-11:00,9:42:35,9:43:00,9:46:04,209,184,Full reply received,No,No Foreign languages
2016-01-12 09:48:00,General,3,8:00-11:00,9:47:36,9:48:51,9:49:11,95,20,Full reply received,No,No Foreign languages
2016-01-12 09:59:00,Life,3,8:00-11:00,9:49:59,9:50:54,9:59:39,580,525,Full reply received,Yes,No Foreign languages
2016-01-12 10:08:00,Life,3,8:00-11:00,10:00:20,10:01:10,10:09:12,532,482,Full reply received,Yes,No Foreign languages
2016-01-12 10:10:00,General,3,8:00-11:00,10:10:23,10:10:23,10:11:24,61,61,Full reply received,No,No Foreign languages
2016-01-12 10:14:00,General,3,8:00-11:00,10:12:04,10:13:22,10:14:37,153,75,Full reply received,No,No Foreign languages
2016-01-12 10:20:00,Life,3,8:00-11:00,10:18:30,10:19:19,10:21:10,160,111,Full reply received,No,No Foreign languages
2016-01-12 10:23:00,Life,3,8:00-11:00,10:22:00,10:23:20,10:23:40,100,20,Full reply received,No,No Foreign languages
2016-01-12 10:25:00,General,3,8:00-11:00,10:24:38,10:25:21,10:26:24,106,63,Full reply received,No,Arabic; Russian; Amharic
2016-01-12 10:45:00,Life,3,8:00-11:00,10:34:32,10:35:10,10:45:32,660,622,Full reply received,Yes,No Foreign languages
2016-01-12 10:54:00,General,3,8:00-11:00,10:46:24,10:46:42,10:54:23,479,461,Full reply received,No,No Foreign languages
2016-01-12 11:02:00,Health,3,11:01-14:00,11:01:19,11:02:00,11:02:58,99,58,Full reply received,No,No Foreign languages
2016-01-12 11:20:00,Health,3,11:01-14:00,11:08:23,11:09:13,11:20:50,747,697,Full reply received,Yes,No Foreign languages
2016-01-12 11:21:00,General,3,11:01-14:00,11:21:35,11:22:16,11:22:22,47,6,Full reply received,No,No Foreign languages
2016-01-12 11:31:00,Life,3,11:01-14:00,11:23:09,11:23:44,11:32:08,539,504,Full reply received,Yes,No Foreign languages
2016-01-12 11:34:00,Health,3,11:01-14:00,11:33:31,11:33:53,11:35:21,110,88,Full reply received,No,No Foreign languages
2016-01-12 11:36:00,General,3,11:01-14:00,11:36:16,11:36:47,11:36:56,40,9,Full reply received,No,No Foreign languages
2016-01-12 11:40:00,General,3,11:01-14:00,11:37:43,11:38:30,11:40:15,152,105,Full reply received,No,No Foreign languages
2016-01-12 11:43:00,Health,3,11:01-14:00,11:41:24,11:42:10,11:43:50,146,100,Full reply received,No,Arabic; Russian; Amharic
2016-01-12 11:46:00,Health,3,11:01-14:00,11:44:48,11:46:18,11:46:49,121,31,Full reply received,No,No Foreign languages
2016-01-12 11:48:00,Life,3,11:01-14:00,11:47:32,11:48:36,11:48:56,84,20,Full reply received,No,No Foreign languages
2016-01-12 12:12:00,Life,3,11:01-14:00,12:02:00,12:02:45,12:13:11,671,626,Full reply received,Yes,No Foreign languages
2016-01-12 12:15:00,Life,3,11:01-14:00,12:13:58,12:14:45,12:16:15,137,90,Full reply received,No,No Foreign languages
2016-01-12 12:22:00,Life,3,11:01-14:00,12:17:01,12:17:37,12:22:23,322,286,Full reply received,No,No Foreign languages
2016-01-12 12:23:00,Life,3,11:01-14:00,12:23:16,12:23:40,12:24:00,44,20,Full reply received,No,No Foreign languages
2016-01-12 12:25:00,General,3,11:01-14:00,12:24:47,12:25:43,12:26:23,96,40,Full reply received,No,No Foreign languages
2016-01-12 12:27:00,General,3,11:01-14:00,12:27:09,12:27:09,12:27:42,33,33,Call Disconnected,No,No Foreign languages
2016-01-12 12:34:00,Health,3,11:01-14:00,12:28:45,12:29:26,12:35:00,375,334,Full reply received,No,No Foreign languages
2016-01-12 12:38:00,Life,3,11:01-14:00,12:35:57,12:36:24,12:39:07,190,163,Full reply received,No,No Foreign languages
2016-01-12 12:40:00,General,3,11:01-14:00,12:40:21,12:40:21,12:41:10,49,49,Full reply received,No,No Foreign languages
2016-01-12 13:03:00,General,3,11:01-14:00,13:02:39,13:04:00,13:04:04,85,4,Full reply received,No,No Foreign languages
2016-01-12 13:14:00,Health,3,11:01-14:00,13:04:46,13:05:22,13:15:05,619,583,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-01-12 13:22:00,General,3,11:01-14:00,13:16:00,13:17:15,13:22:42,402,327,I was obliged to leave a message,Yes,No foreign languages
2016-01-12 13:24:00,General,3,11:01-14:00,13:23:30,13:24:36,13:25:34,124,58,Full reply received,No,No Foreign languages
2016-01-12 13:28:00,General,3,11:01-14:00,13:26:13,13:27:00,13:29:07,174,127,Full reply received,No,No Foreign languages
2016-01-12 13:32:00,General,3,11:01-14:00,13:30:48,13:31:29,13:31:30,42,1,Full reply received,No,No Foreign languages
2016-01-12 13:35:00,Life,3,11:01-14:00,13:33:37,13:34:48,13:36:15,158,87,Full reply received,No,No Foreign languages
2016-01-12 13:37:00,General,3,11:01-14:00,13:37:11,13:37:57,13:38:00,49,3,Full reply received,No,No Foreign languages
2016-01-12 13:42:00,General,3,11:01-14:00,13:38:52,13:39:36,13:42:45,233,189,Full reply received,No,Arabic; Russian; Amharic
